Field Group,Heading Category,Heading,Status,Product Name,Quantity,Units,Value GBP,Actual/Issued Date,Application Area ha,Av Field Unit Price GBP,Crop Group,Field Defined Name,Variety,Year,Quantity per Application Area ha
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,2.19,L,35.43,02/11/2017,9.2,16.173,Wheat Winter,CF2,KWS Lili,2018,0.238
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Roller,1,L,47.04,08/05/2018,13,47.036,Rape Winter,CF52,Rape Winter,2018,0.077
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,0.818,L,22.9,09/06/2018,4.5,27.99,Sugar Beet,CF10,Sugar Beet,2018,0.182
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,0.682,L,19.08,09/06/2018,3.75,27.99,Sugar Beet,CF7,Sugar Beet,2018,0.182
,,SUB TOTALS FOR Adjuvants,,,,,1719.32,,,,,,,,
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,8.5N0P0K7MgO14.5Na2O,3033.381,kg,582.27,23/04/2018,4.5,0.192,Sugar Beet,CF10,Sugar Beet,2018,674.085
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,8.5N0P0K7MgO14.5Na2O,5244.378,kg,1006.68,23/04/2018,7.78,0.192,Sugar Beet,CF17,Sugar Beet,2018,674.085
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,8.5N0P0K7MgO14.5Na2O,5527.493,kg,1061.02,23/04/2018,8.2,0.192,Sugar Beet,CF26,Sugar Beet,2018,674.085
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,8.5N0P0K7MgO14.5Na2O,2696.338,kg,517.57,23/04/2018,4,0.192,Sugar Beet,CF3,Sugar Beet,2018,674.085
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,8.5N0P0K7MgO14.5Na2O,3033.381,kg,582.27,23/04/2018,4.5,0.192,Sugar Beet,CF4,Sugar Beet,2018,674.085
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,8.5N0P0K7MgO14.5Na2O,11257.212,kg,2160.86,23/04/2018,16.7,0.192,Sugar Beet,CF44,Sugar Beet,2018,674.085
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,8.5N0P0K7MgO14.5Na2O,2527.817,kg,485.22,23/04/2018,3.75,0.192,Sugar Beet,CF7,Sugar Beet,2018,674.085
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,A/N 34.4,1155.556,kg,242.67,29/08/2017,13,0.21,Rape Winter,CF52,Rape Winter,2018,88.889
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,A/N 34.4,755.556,kg,158.67,29/08/2017,8.5,0.21,Rape Winter,CF8,Rape Winter,2018,88.889
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,A/N 34.4,1688.889,kg,354.67,29/08/2017,19,0.21,Rape Winter,CF9,Rape Winter,2018,88.889
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,2157.671,kg,189.88,26/09/2017,4.2,0.088,Barley Spring,CF16.C/03,Barley Spring,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,4674.954,kg,411.4,26/09/2017,9.1,0.088,Barley Winter,CF11,Barley Winter,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,1618.253,kg,142.41,26/09/2017,3.15,0.088,Barley Winter,CF21,Barley Winter,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,1315.152,kg,115.73,26/09/2017,2.56,0.088,Barley Winter,CF24,Barley Winter,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,2018.964,kg,177.67,26/09/2017,3.93,0.088,Barley Winter,CF34,Barley Winter,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,1741.549,kg,153.26,26/09/2017,3.39,0.088,Barley Winter,CF35,Barley Winter,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,3503.647,kg,308.32,26/09/2017,6.82,0.088,Barley Winter,CF43,Barley Winter,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,6678.506,kg,587.71,26/09/2017,13,0.088,Rape Winter,CF52,Rape Winter,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,4366.715,kg,384.27,26/09/2017,8.5,0.088,Rape Winter,CF8,Rape Winter,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,9760.893,kg,858.96,26/09/2017,19,0.088,Rape Winter,CF9,Rape Winter,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,5907.909,kg,519.9,26/09/2017,11.5,0.088,Wheat Winter,CF14,KWS Kerrin,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,5990.106,kg,527.13,26/09/2017,11.66,0.088,Wheat Winter,CF16.B/02,KWS Lili,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,1679.901,kg,147.83,26/09/2017,3.27,0.088,Wheat Winter,CF25,KWS Kerrin,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,1880.256,kg,165.46,26/09/2017,3.66,0.088,Wheat Winter,CF27,KWS Kerrin,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,2825.522,kg,248.65,26/09/2017,5.5,0.088,Wheat Winter,CF50,KWS Kerrin,2018,513.731
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,3338.272,L,641.56,22/02/2018,13,0.192,Rape Winter,CF52,Rape Winter,2018,256.79
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,2182.716,L,419.48,22/02/2018,8.5,0.192,Rape Winter,CF8,Rape Winter,2018,256.79
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,4879.012,L,937.67,22/02/2018,19,0.192,Rape Winter,CF9,Rape Winter,2018,256.79
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,2271.071,L,436.46,15/03/2018,9.1,0.192,Barley Winter,CF11,Barley Winter,2018,249.568
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,786.14,L,151.08,15/03/2018,3.15,0.192,Barley Winter,CF21,Barley Winter,2018,249.568
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,638.895,L,122.79,15/03/2018,2.56,0.192,Barley Winter,CF24,Barley Winter,2018,249.568
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,980.803,L,188.49,15/03/2018,3.93,0.192,Barley Winter,CF34,Barley Winter,2018,249.568
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,846.036,L,162.59,15/03/2018,3.39,0.192,Barley Winter,CF35,Barley Winter,2018,249.568
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1702.055,L,327.11,15/03/2018,6.82,0.192,Barley Winter,CF43,Barley Winter,2018,249.568
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1227.615,L,235.93,15/03/2018,4.92,0.192,Wheat Winter,CF13,KWS Lili,2018,249.515
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,2869.424,L,551.46,15/03/2018,11.5,0.192,Wheat Winter,CF14,KWS Kerrin,2018,249.515
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,948.158,L,182.22,15/03/2018,3.8,0.192,Wheat Winter,CF15,KWS Kerrin,2018,249.515
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1996.121,L,383.62,15/03/2018,8,0.192,Wheat Winter,CF16.A,KWS Lili,2018,249.515
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,2909.347,L,559.13,15/03/2018,11.66,0.192,Wheat Winter,CF16.B/02,KWS Lili,2018,249.515
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,3992.242,L,767.24,15/03/2018,16,0.192,Wheat Winter,CF18,KWS Lili,2018,249.515
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,2522.598,L,484.8,15/03/2018,10.11,0.192,Wheat Winter,CF2,KWS Lili,2018,249.515
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,815.915,L,156.81,15/03/2018,3.27,0.192,Wheat Winter,CF25,KWS Kerrin,2018,249.515
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,913.225,L,175.51,15/03/2018,3.66,0.192,Wheat Winter,CF27,KWS Kerrin,2018,249.515
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,810.924,L,155.85,15/03/2018,3.25,0.192,Wheat Winter,CF30,KWS Lili,2018,249.515
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,3126.425,L,600.85,15/03/2018,12.53,0.192,Wheat Winter,CF31,KWS Lili,2018,249.515
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1197.673,L,230.17,15/03/2018,4.8,0.192,Wheat Winter,CF33,KWS Lili,2018,249.515
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1372.333,L,263.74,15/03/2018,5.5,0.192,Wheat Winter,CF50,KWS Kerrin,2018,249.515
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,3755.556,L,805.31,11/04/2018,13,0.214,Rape Winter,CF52,Rape Winter,2018,288.889
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,2455.556,L,526.55,11/04/2018,8.5,0.214,Rape Winter,CF8,Rape Winter,2018,288.889
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,5488.889,L,1176.99,11/04/2018,19,0.214,Rape Winter,CF9,Rape Winter,2018,288.889
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,2046.512,L,438.84,21/04/2018,8.8,0.214,Barley Spring,CF1,Barley Spring,2018,232.558
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,976.744,L,209.45,21/04/2018,4.2,0.214,Barley Spring,CF16.C/03,Barley Spring,2018,232.558
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1162.791,L,249.34,21/04/2018,5,0.214,Barley Spring,CF28,Barley Spring,2018,232.558
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,813.953,L,174.54,21/04/2018,3.5,0.214,Barley Spring,CF29,Barley Spring,2018,232.558
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,305.887,L,65.59,03/05/2018,4.5,0.214,Sugar Beet,CF10,Sugar Beet,2018,67.975
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,528.845,L,113.4,03/05/2018,7.78,0.214,Sugar Beet,CF17,Sugar Beet,2018,67.975
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,557.394,L,119.52,03/05/2018,8.2,0.214,Sugar Beet,CF26,Sugar Beet,2018,67.975
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,271.9,L,58.3,03/05/2018,4,0.214,Sugar Beet,CF3,Sugar Beet,2018,67.975
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,305.887,L,65.59,03/05/2018,4.5,0.214,Sugar Beet,CF4,Sugar Beet,2018,67.975
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1135.181,L,243.42,03/05/2018,16.7,0.214,Sugar Beet,CF44,Sugar Beet,2018,67.975
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,254.906,L,54.66,03/05/2018,3.75,0.214,Sugar Beet,CF7,Sugar Beet,2018,67.975
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 22% N + 10% SO3,1680,L,360.25,15/05/2018,6.7,0.214,Barley Spring,CF5,Barley Spring,2018,250.746
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,2168.912,L,461.67,17/04/2018,9.1,0.213,Barley Winter,CF11,Barley Winter,2018,238.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,750.777,L,159.81,17/04/2018,3.15,0.213,Barley Winter,CF21,Barley Winter,2018,238.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,610.155,L,129.88,17/04/2018,2.56,0.213,Barley Winter,CF24,Barley Winter,2018,238.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,936.684,L,199.38,17/04/2018,3.93,0.213,Barley Winter,CF34,Barley Winter,2018,238.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,807.979,L,171.98,17/04/2018,3.39,0.213,Barley Winter,CF35,Barley Winter,2018,238.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1625.492,L,346,17/04/2018,6.82,0.213,Barley Winter,CF43,Barley Winter,2018,238.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1144.67,L,243.65,17/04/2018,4.92,0.213,Wheat Winter,CF13,KWS Lili,2018,232.657
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,2675.551,L,569.51,17/04/2018,11.5,0.213,Wheat Winter,CF14,KWS Kerrin,2018,232.657
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,884.095,L,188.19,17/04/2018,3.8,0.213,Wheat Winter,CF15,KWS Kerrin,2018,232.657
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,1861.253,L,396.18,17/04/2018,8,0.213,Wheat Winter,CF16.A,KWS Lili,2018,232.657
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,2712.776,L,577.44,17/04/2018,11.66,0.213,Wheat Winter,CF16.B/02,KWS Lili,2018,232.657
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,Nitroflo Liquid 26N + 5S03,3722.505,L,792.36,17/04/2018,16,0.213,Wheat Winter,CF18,KWS Lili,2018,232.657
