Field Group,Heading Category,Heading,Status,Product Name,Quantity,Units,Value GBP,Actual/Issued Date,Application Area ha,Av Field Unit Price GBP,Crop Group,Field Defined Name,Variety,Year,Quantity per Application Area ha
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.4,L,17.5,15/09/2018,4.8,5.708,Sugar Beet,CF13,Sugar Beet,2019,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,5.65,L,41.19,15/09/2018,11.3,5.708,Sugar Beet,CF14,Sugar Beet,2019,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.25,L,9.11,15/09/2018,2.5,5.708,Sugar Beet,CF24,Sugar Beet,2019,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.39,L,10.13,15/09/2018,2.78,5.708,Sugar Beet,CF25.A,Sugar Beet,2019,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.8,L,13.12,15/09/2018,3.6,5.708,Sugar Beet,CF27,Sugar Beet,2019,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.25,L,16.4,15/09/2018,4.5,5.708,Sugar Beet,CF32,Sugar Beet,2019,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.45,L,17.86,15/09/2018,4.9,5.708,Sugar Beet,CF33,Sugar Beet,2019,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.665,L,12.14,15/09/2018,3.33,5.708,Sugar Beet,CF34,Sugar Beet,2019,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.65,L,12.03,15/09/2018,3.3,5.708,Sugar Beet,CF35,Sugar Beet,2019,0.5
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,4.636,L,33.8,29/09/2018,8.5,5.708,Wheat Winter,CF8,Wheat 1st Year,2019,0.545
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,10.364,L,75.55,29/09/2018,19,5.708,Wheat Winter,CF9,Wheat 1st Year,2019,0.545
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,0.424,L,3.09,30/09/2018,0.83,5.708,Arable Stewardship,CF28.A,Arable Stewardship,2019,0.508
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.405,L,17.53,30/09/2018,4.73,5.708,Arable Stewardship,CF5.A,Arable Stewardship,2019,0.508
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,5.928,L,43.22,30/09/2018,11.66,5.708,Barley Spring,CF16.B/02,Barley Spring,2019,0.508
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.135,L,15.57,30/09/2018,4.2,5.708,Barley Spring,CF16.C/03,Barley Spring,2019,0.508
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.598,L,18.94,30/09/2018,5.11,5.708,Barley Spring,CF2.B/02,Barley Spring,2019,0.508
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.119,L,15.44,30/09/2018,4.17,5.708,Barley Spring,CF28.B/02,Barley Spring,2019,0.508
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.78,L,12.97,30/09/2018,3.5,5.708,Barley Spring,CF29,Barley Spring,2019,0.508
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.002,L,7.3,30/09/2018,1.97,5.708,Barley Spring,CF5.B/02,Barley Spring,2019,0.508
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,6.61,L,48.19,30/09/2018,13,5.708,Wheat Winter,CF52,Wheat 1st Year,2019,0.508
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.222,L,16.2,05/11/2018,3.6,5.708,Sugar Beet,CF27,Sugar Beet,2019,0.617
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.778,L,20.25,05/11/2018,4.5,5.708,Sugar Beet,CF32,Sugar Beet,2019,0.617
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.5,L,18.23,05/11/2018,4.9,5.708,Sugar Beet,CF33,Sugar Beet,2019,0.51
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,0.222,L,1.62,22/01/2019,0.42,5.708,Arable Stewardship,CF25.B/02,Arable Stewardship,2019,0.528
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,0.4,L,2.91,22/01/2019,0.78,5.708,Arable Stewardship,CF28.A,Arable Stewardship,2019,0.51
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.413,L,17.59,22/01/2019,4.73,5.708,Arable Stewardship,CF5.A,Arable Stewardship,2019,0.51
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,6.582,L,47.98,22/01/2019,12.9,5.708,Barley Spring,CF16.B/02,Barley Spring,2019,0.51
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,0,L,0,22/01/2019,0,0,Barley Spring,CF16.C/03,Barley Spring,2019,0
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,3.316,L,24.18,22/01/2019,6.5,5.708,Barley Spring,CF2.B/02,Barley Spring,2019,0.51
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.998,L,14.57,22/01/2019,3.92,5.708,Barley Spring,CF28.B/02,Barley Spring,2019,0.51
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.786,L,13.02,22/01/2019,3.5,5.708,Barley Spring,CF29,Barley Spring,2019,0.51
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.005,L,7.33,22/01/2019,1.97,5.708,Barley Spring,CF5.B/02,Barley Spring,2019,0.51
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,2.533,L,18.46,22/01/2019,4.8,5.708,Sugar Beet,CF13,Sugar Beet,2019,0.528
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,5.962,L,43.47,22/01/2019,11.3,5.708,Sugar Beet,CF14,Sugar Beet,2019,0.528
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.319,L,9.62,22/01/2019,2.5,5.708,Sugar Beet,CF24,Sugar Beet,2019,0.528
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.467,L,10.69,22/01/2019,2.78,5.708,Sugar Beet,CF25.A,Sugar Beet,2019,0.528
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.757,L,12.81,22/01/2019,3.33,5.708,Sugar Beet,CF34,Sugar Beet,2019,0.528
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,1.741,L,12.69,22/01/2019,3.3,5.708,Sugar Beet,CF35,Sugar Beet,2019,0.528
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,9.498,L,63.79,04/07/2019,9.55,6.716,Rape Winter,CF16.A,Rape Winter,2019,0.995
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,15.615,L,104.87,04/07/2019,15.7,6.716,Rape Winter,CF18,Rape Winter,2019,0.995
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,3.282,L,22.04,04/07/2019,3.3,6.716,Rape Winter,CF21,Rape Winter,2019,0.995
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Companion Gold,6.604,L,44.35,04/07/2019,6.64,6.716,Rape Winter,CF43,Rape Winter,2019,0.995
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,4,L,9.13,24/05/2019,4.8,2.283,Sugar Beet,CF13,Sugar Beet,2019,0.833
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,11.572,L,26.42,24/05/2019,11.3,2.283,Sugar Beet,CF14,Sugar Beet,2019,1.024
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,5.018,L,11.46,24/05/2019,4.9,2.283,Sugar Beet,CF33,Sugar Beet,2019,1.024
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,3.41,L,7.79,24/05/2019,3.33,2.283,Sugar Beet,CF34,Sugar Beet,2019,1.024
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,5,L,11.42,04/06/2019,4.8,2.283,Sugar Beet,CF13,Sugar Beet,2019,1.042
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,2.509,L,5.73,04/06/2019,2.5,2.283,Sugar Beet,CF24,Sugar Beet,2019,1.004
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,2.79,L,6.37,04/06/2019,2.78,2.283,Sugar Beet,CF25.A,Sugar Beet,2019,1.004
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,3.613,L,8.25,04/06/2019,3.6,2.283,Sugar Beet,CF27,Sugar Beet,2019,1.004
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,4.516,L,10.31,04/06/2019,4.5,2.283,Sugar Beet,CF32,Sugar Beet,2019,1.004
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,4.918,L,11.23,04/06/2019,4.9,2.283,Sugar Beet,CF33,Sugar Beet,2019,1.004
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,3.342,L,7.63,04/06/2019,3.33,2.283,Sugar Beet,CF34,Sugar Beet,2019,1.004
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,3.312,L,7.56,04/06/2019,3.3,2.283,Sugar Beet,CF35,Sugar Beet,2019,1.004
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,2.914,L,6.65,21/06/2019,2.5,2.283,Sugar Beet,CF24,Sugar Beet,2019,1.166
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,3.24,L,7.4,21/06/2019,2.78,2.283,Sugar Beet,CF25.A,Sugar Beet,2019,1.166
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,5.954,L,13.59,21/06/2019,4.9,2.283,Sugar Beet,CF33,Sugar Beet,2019,1.215
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,4.046,L,9.24,21/06/2019,3.33,2.283,Sugar Beet,CF34,Sugar Beet,2019,1.215
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Logic,3.846,L,8.78,21/06/2019,3.3,2.283,Sugar Beet,CF35,Sugar Beet,2019,1.166
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Nelson,4.107,L,30.42,14/09/2018,9.55,7.406,Rape Winter,CF16.A,Rape Winter,2019,0.43
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Nelson,6.692,L,49.56,14/09/2018,15.56,7.406,Rape Winter,CF18,Rape Winter,2019,0.43
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Nelson,1.346,L,9.97,14/09/2018,3.13,7.406,Rape Winter,CF21,Rape Winter,2019,0.43
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Nelson,2.856,L,21.15,14/09/2018,6.64,7.406,Rape Winter,CF43,Rape Winter,2019,0.43
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0.096,L,1.56,23/10/2018,0.56,16.173,Arable Stewardship,CF53.A,Arable Stewardship,2019,0.172
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0,L,0,23/10/2018,0,0,Arable Stewardship,CF54.A,Arable Stewardship,2019,0
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,1.428,L,23.09,23/10/2018,8.3,16.173,Barley Winter,CF42,Barley Winter,2019,0.172
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,1.366,L,22.09,23/10/2018,7.94,16.173,Barley Winter,CF53.B/02,Barley Winter,2019,0.172
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,1.428,L,23.09,23/10/2018,8.3,16.173,Barley Winter,CF54.B/02,Barley Winter,2019,0.172
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,3.182,L,51.47,23/10/2018,18.5,16.173,Barley Winter,CF55,Barley Winter,2019,0.172
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,1.542,L,24.95,23/10/2018,7.78,16.173,Wheat Winter,CF17,Wheat 1st Year,2019,0.198
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0.793,L,12.83,23/10/2018,4,16.173,Wheat Winter,CF3,Wheat 1st Year,2019,0.198
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0.892,L,14.43,23/10/2018,4.5,16.173,Wheat Winter,CF4,Wheat 1st Year,2019,0.198
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,2.577,L,41.68,23/10/2018,13,16.173,Wheat Winter,CF52,Wheat 1st Year,2019,0.198
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0.743,L,12.02,23/10/2018,3.75,16.173,Wheat Winter,CF7,Wheat 1st Year,2019,0.198
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,1.685,L,27.25,23/10/2018,8.5,16.173,Wheat Winter,CF8,Wheat 1st Year,2019,0.198
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,3.767,L,60.92,23/10/2018,19,16.173,Wheat Winter,CF9,Wheat 1st Year,2019,0.198
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0.187,L,3.02,27/02/2019,0.78,16.173,Arable Stewardship,CF28.A,Arable Stewardship,2019,0.238
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0.303,L,4.9,27/02/2019,1.27,16.173,Arable Stewardship,CF5.A,Arable Stewardship,2019,0.238
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,1.001,L,16.19,27/02/2019,4.2,16.173,Barley Spring,CF10,Barley Spring,2019,0.238
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,3.075,L,49.74,27/02/2019,12.9,16.173,Barley Spring,CF16.B/02,Barley Spring,2019,0.238
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0,L,0,27/02/2019,0,0,Barley Spring,CF16.C/03,Barley Spring,2019,0
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,1.55,L,25.06,27/02/2019,6.5,16.173,Barley Spring,CF2.B/02,Barley Spring,2019,0.238
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,1.89,L,30.57,27/02/2019,7.93,16.173,Barley Spring,CF26,Barley Spring,2019,0.238
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0.934,L,15.1,27/02/2019,3.92,16.173,Barley Spring,CF28.B/02,Barley Spring,2019,0.238
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0.834,L,13.49,27/02/2019,3.5,16.173,Barley Spring,CF29,Barley Spring,2019,0.238
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,3.6,L,58.22,27/02/2019,15.1,16.173,Barley Spring,CF44,Barley Spring,2019,0.238
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Remix,0.126,L,2.04,27/02/2019,0.53,16.173,Barley Spring,CF5.B/02,Barley Spring,2019,0.238
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Roller,1.086,L,51.53,29/04/2019,9.55,47.469,Rape Winter,CF16.A,Rape Winter,2019,0.114
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Roller,1.785,L,84.71,29/04/2019,15.7,47.469,Rape Winter,CF18,Rape Winter,2019,0.114
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Roller,0.375,L,17.81,29/04/2019,3.3,47.469,Rape Winter,CF21,Rape Winter,2019,0.114
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Roller,0.755,L,35.83,29/04/2019,6.64,47.469,Rape Winter,CF43,Rape Winter,2019,0.114
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,0.058,L,1.63,23/03/2019,0.54,27.99,Arable Stewardship,CF53.A,Arable Stewardship,2019,0.108
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,0,L,0,23/03/2019,0,0,Arable Stewardship,CF54.A,Arable Stewardship,2019,0
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,0.896,L,25.07,23/03/2019,8.3,27.99,Barley Winter,CF42,Barley Winter,2019,0.108
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,0.827,L,23.14,23/03/2019,7.66,27.99,Barley Winter,CF53.B/02,Barley Winter,2019,0.108
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,0.788,L,22.05,23/03/2019,7.3,27.99,Barley Winter,CF54.B/02,Barley Winter,2019,0.108
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,1.932,L,54.07,23/03/2019,17.9,27.99,Barley Winter,CF55,Barley Winter,2019,0.108
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,0.77,L,21.54,26/03/2019,7.3,27.99,Wheat Winter,CF17,Wheat 1st Year,2019,0.105
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,0.506,L,14.17,26/03/2019,4.8,27.99,Wheat Winter,CF3,Wheat 1st Year,2019,0.105
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,0.443,L,12.4,26/03/2019,4.2,27.99,Wheat Winter,CF4,Wheat 1st Year,2019,0.105
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,0.395,L,11.07,26/03/2019,3.75,27.99,Wheat Winter,CF7,Wheat 1st Year,2019,0.105
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,0.875,L,24.5,26/03/2019,8.3,27.99,Wheat Winter,CF8,Wheat 1st Year,2019,0.105
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,2.011,L,56.28,26/03/2019,19.07,27.99,Wheat Winter,CF9,Wheat 1st Year,2019,0.105
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,2.5,L,69.98,04/06/2019,11.3,27.99,Sugar Beet,CF14,Sugar Beet,2019,0.221
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Stingray,1,L,27.99,21/06/2019,4.5,27.99,Sugar Beet,CF32,Sugar Beet,2019,0.222
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,2.269,L,28.27,22/03/2019,9.55,12.457,Rape Winter,CF16.A,Rape Winter,2019,0.238
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,3.731,L,46.47,22/03/2019,15.7,12.457,Rape Winter,CF18,Rape Winter,2019,0.238
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,0.996,L,12.41,23/03/2019,3.3,12.457,Rape Winter,CF21,Rape Winter,2019,0.302
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,2.004,L,24.96,23/03/2019,6.64,12.457,Rape Winter,CF43,Rape Winter,2019,0.302
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,2.988,L,37.21,24/05/2019,13.6,12.457,Wheat Winter,CF52,Wheat 1st Year,2019,0.22
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,1.823,L,22.71,24/05/2019,8.3,12.457,Wheat Winter,CF8,Wheat 1st Year,2019,0.22
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,4.189,L,52.18,24/05/2019,19.07,12.457,Wheat Winter,CF9,Wheat 1st Year,2019,0.22
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,0.967,L,12.04,28/05/2019,4.2,12.457,Barley Spring,CF10,Barley Spring,2019,0.23
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,2.969,L,36.98,28/05/2019,12.9,12.457,Barley Spring,CF16.B/02,Barley Spring,2019,0.23
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,0,L,0,28/05/2019,0,0,Barley Spring,CF16.C/03,Barley Spring,2019,0
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,1.496,L,18.63,28/05/2019,6.5,12.457,Barley Spring,CF2.B/02,Barley Spring,2019,0.23
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,1.825,L,22.73,28/05/2019,7.93,12.457,Barley Spring,CF26,Barley Spring,2019,0.23
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,1.082,L,13.47,28/05/2019,4.7,12.457,Barley Spring,CF28.B/02,Barley Spring,2019,0.23
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,0.727,L,9.06,28/05/2019,3.16,12.457,Barley Spring,CF29,Barley Spring,2019,0.23
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,3.475,L,43.29,28/05/2019,15.1,12.457,Barley Spring,CF44,Barley Spring,2019,0.23
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,0.46,L,5.73,28/05/2019,2,12.457,Barley Spring,CF5.B/02,Barley Spring,2019,0.23
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,2.185,L,27.21,28/05/2019,7.3,12.457,Wheat Winter,CF17,Wheat 1st Year,2019,0.299
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,1.436,L,17.89,28/05/2019,4.8,12.457,Wheat Winter,CF3,Wheat 1st Year,2019,0.299
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,1.257,L,15.66,28/05/2019,4.2,12.457,Wheat Winter,CF4,Wheat 1st Year,2019,0.299
FH Rockcliffe FGrp,Variable Costs,Adjuvants,Completed,Velocity,1.122,L,13.98,28/05/2019,3.75,12.457,Wheat Winter,CF7,Wheat 1st Year,2019,0.299
,,SUB TOTALS FOR Adjuvants,,,,,2913.56,,,,,,,,
FH Rockcliffe FGrp,Variable Costs,Establishment Costs,Completed,Disc,13,ha,556.4,04/10/2018,13,42.8,Wheat Winter,CF52,Wheat 1st Year,2019,1
FH Rockcliffe FGrp,Variable Costs,Establishment Costs,Completed,Disc,8.5,ha,363.8,04/10/2018,8.5,42.8,Wheat Winter,CF8,Wheat 1st Year,2019,1
FH Rockcliffe FGrp,Variable Costs,Establishment Costs,Completed,Disc,19,ha,813.2,04/10/2018,19,42.8,Wheat Winter,CF9,Wheat 1st Year,2019,1
,,SUB TOTALS FOR Establishment Costs,,,,,1733.4,,,,,,,,
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,4.5N 2.5P 0K 5Mg 19Na,4782.443,kg,811.28,04/04/2019,4.8,0.17,Sugar Beet,CF13,Sugar Beet,2019,996.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,4.5N 2.5P 0K 5Mg 19Na,11258.669,kg,1909.88,04/04/2019,11.3,0.17,Sugar Beet,CF14,Sugar Beet,2019,996.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,4.5N 2.5P 0K 5Mg 19Na,2490.856,kg,422.54,04/04/2019,2.5,0.17,Sugar Beet,CF24,Sugar Beet,2019,996.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,4.5N 2.5P 0K 5Mg 19Na,2769.832,kg,469.86,04/04/2019,2.78,0.17,Sugar Beet,CF25.A,Sugar Beet,2019,996.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,4.5N 2.5P 0K 5Mg 19Na,3586.832,kg,608.46,04/04/2019,3.6,0.17,Sugar Beet,CF27,Sugar Beet,2019,996.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,4.5N 2.5P 0K 5Mg 19Na,4483.541,kg,760.57,04/04/2019,4.5,0.17,Sugar Beet,CF32,Sugar Beet,2019,996.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,4.5N 2.5P 0K 5Mg 19Na,4882.078,kg,828.18,04/04/2019,4.9,0.17,Sugar Beet,CF33,Sugar Beet,2019,996.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,4.5N 2.5P 0K 5Mg 19Na,3317.82,kg,562.82,04/04/2019,3.33,0.17,Sugar Beet,CF34,Sugar Beet,2019,996.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,4.5N 2.5P 0K 5Mg 19Na,3287.93,kg,557.75,04/04/2019,3.3,0.17,Sugar Beet,CF35,Sugar Beet,2019,996.342
FH Rockcliffe FGrp,Variable Costs,Fertiliser,Completed,CROPKARE 0-10-12,9366.42,kg,1109.92,06/08/2018,13,0.119,Wheat Winter,CF52,Wheat 1st Year,2019,720.494
